Emotion,Sentence
3,휴일이라밖으로나가호반에서맑은공기함께왔어요소양강댐춘천춘천세종호텔강원도여행일상스타그램호텔리어소양댐소양강댐힐링여행춘천여행춘천살이풍경강원도춘천나명상여행구름행복해좋아요
3,눈이닮은우리희쥬이슬누가찍었는지잘찍었네진짜내가좋아하는사진중에귀엽고여성스럽게나온느낌울산같이의가치너랑나랑어느멋진날상쿠미꽁냥꽁냥럽스타그램고마워요소소한일상소박한일상행복해히히데이뚜커플그램귀요미어느날좋은날에꽁냥꽁냥햄볶아요중구태화동희쥬랑이슬
3,프로포즈이벤이스리시점동영상울산같이의가치너랑나랑어느멋진날상쿠미꽁냥꽁냥럽스타그램고마워요소소한일상소박한일상행복해히히이벤트데이뚜커플그램귀요미어느날좋은날에꽁냥꽁냥햄볶아요동구방어동우리집프로포즈이벤트
3,늘혼자였던엘베샷이젠이스리랑둘이서벌써가을벌써겨울졸귀탱컨셉이뜨리울산같이의가치너랑나랑어느멋진날상쿠미꽁냥꽁냥럽스타그램고마워요소소한일상소박한일상행복해히히엘베데이뚜커플그램귀요미어느날좋은날에꽁냥꽁냥햄볶아요동구방어동우리집가을겨울
3,뒤늦은 크리스마스 업로드 우리들의 첫 번째 크리스마스 원래도 못 나갔을 거지만 집에 있으면서 우리끼리 사진도 찍고 스노 놀이도 하고 아기들 수유하면서 옹기종기 모여있는 특별한 이벤트 없이도 모여있는 것 자체로 흐뭇하고 행복했던 날 크리스마스 우리 가족 첫 번째 크리스마스 그냥 행복해 스노 놀이 누나랑 똑같이 생김 남자가 여니 여자가 여니 삼 남매 사진 찍을 줄 아는 세 누나 어리둥절한 둘째 자고 있는 셋째 아무렴 예쁨 해맑음
3,꼭해주고싶었던프로포즈이것저것알아보고준비한흔한이벤트지만평생처음해본눈치못채게준비하고짠하는게힘드네진짜귀엽고사랑스러운우리이스리울산같이의가치너랑나랑어느멋진날상쿠미꽁냥꽁냥럽스타그램고마워요소소한일상소박한일상행복해히히이벤트데이뚜커플그램귀요미어느날좋은날에꽁냥꽁냥햄볶아요동구방어동우리집프로포즈이벤트
3,출근전부터바쁘게준비하고눈치못채게할라고식은땀우리이뜨리좋아할모습생각하면서준비한이벤트울산같이의가치너랑나랑어느멋진날상쿠미꽁냥꽁냥럽스타그램고마워요소소한일상소박한일상행복해히히이벤트데이뚜커플그램귀요미어느날좋은날에꽁냥꽁냥햄볶아요동구방어동우리집프로포즈이벤트
3,특별한 하루로
3,니가좋으면나도좋아너무너무너무좋았어정말로찬원이기분이좋아서난더좋았어라방은사랑이야너의행복이찬스의행복탄영상출처이찬원라방편집이찬원찬또행복해좋은날라방자주하자크리스마스기적
3,이 추위에 살아남은 생명 행복해
3,여자에게 처음 받아본 꽃 좋은데 어쩔 줄 모르겠네 고마워요 꽃 선물 손편지 행복해
3,비비가점점점고개드는사진사진찍는다하믄왜고개를드니몰래찍어야이쁜사진을얻을수있구나이뽀이뽀요크요크셔그램요그셔요크셔테리어요키요키스타그램일상산책행복행복해
3,년 하고 일만에 데이트 여자친구 데이트 행복해 격리 해제 누나 감사합니다 내일은 뭐 하지 돌아오다 이쁜이 사랑해
3,엄마는 네가 그렇게 환하게 웃는 모습 보면 너무 행복해 앞으로도 웃을 일만 가득하길 엄마가 빌 게 사랑해 아들 보물 호너의 미래가 기대돼 창대하리라
3,코로나로 힘든 우리 서로 얘기하며 힘내고 너희들이 있어 힘이 난 사진 신사랑하고 고맙고 행리단길 부산행복해
3,크리스마스 저녁 홈 파티 소고기구이 행복해 둘만 아니고 넷이라 더욱 감사
3,숨겨놨던 재중이 동영상 개올리기다 올리고 싶지만 한 게시글에 개제한이라서 딱 개올렸다
3,크리스마스 스테이크 홈 파티 행복해
3,마지막 파티나 임원 없이 즐긴 행복한 시간들 열심히 놀았으니 또 열심히 일해야 징금 같은 시간들 행복해 열심히 논 당신 소처럼 일하자 힘이 나는구먼
3,감사합니다 깜짝 선물은 손해인 원장님 다이어리 선물 년 다이어리 덕분에다 잘 될 거예요 행복해 감사히 잘 쓰겠습니다 원장님 최고 못하는 게 없는 여자 새해 복 많이 받으세요 년은 원장님의 해 메시지에 심쿵 다음엔 사인해주세요 살롱 포레스트 역삼 살롱 포레스트 혜인 원장 좋아요 종반
3,아추따추워써하지만이쁜건이쁘고
3,오늘의 점심 오랜만에 맛난 음식 스테이크 파스타 맛 집 행복해
3,맛있는 저녁식 사규 카츠가 베고 카츠 치즈 볼 에이드 맛있다 그램 행복해 성공적
3,년 성탄절 예수님 생일 행복해
3,클쑤마스크리스마스해피크리스마스크리스마스선물벅구베이크크리스마스세트행복해장모치와와얄루
3,첫줄한달이나미리받았던선물틴트사면서샘플로받았던거가격이사악해서못샀었는데요렇코롬선물로딱매일매일뿌리는중고마워이쁘니들입생로랑리브르오드빠르펭리브르향수향기존좋이쁘니들평생가자행복해
3,파리바게뜨 생크림 케이크 선물하기 달달하게 즐겁게 행복해
3,낮술로시작하쥐우리의하루늦은크리스마스파티그토록가자했던길마차가성비오지고지리고맛나당너네들이랑있음넘나행복하당마지막처럼기억이없어청천동맛집먹스타그램안주스타그램개나먹은건안비밀배터진다술스타그램재미있다너희와함께면행복해
3,연휴소꾸기낼출근실화냐바베큐소고기먹스타그램짜파구리술스타그램맥주스타그램안주스타그램태안펜션모켄리조트고기덕후행복해셀스타그램얼스타그램일상일상기록일상소통먹방맞팔선팔하면맞팔맞팔환영좋아요반사좋아요테러좋반
3,오늘도 사랑해성은 이하고 싶은 거 다 해 아빠 데이 행복해 사랑합시다
3,맛있음 너무 행복한 추억들 수제비누 만들기 메리 크리스마스 꿈쟁이 요리 좀 미팅 두부 강정 만들기 순삭 해 버려다 행복해
3,일감사합니다앞으로도잘부탁해행복해기념일랍스타랍스타케익로보스터럽스타그램싱싱이뽈락이일상
3,오랜만에옥상에서즐기기딸랑구오늘꿀잼이였다며아빠볼에뽀뽀도해주고시간동안가족을위해최선을다했다옥상불멍옥상즐기기석화굴구이조개구이진라면농심오뚜기우육탕꿀잼불멍행복해감사하울인테어리바트홈스타일큐
3,장난감씻는다며다가지고들어갓다착한일한다며엄마도와준다고시작한건데엄마도와주는거맞지흠언니등이간지럽다고하니솔솔이갑자기따밀이를솔솔아엄마들도부탁해고생끝에낙이온다더니아이고귀여워라내솔솔육아전쟁무었과도바꿀수없는너희들자매맘행복해
3,우리 아들 생일 개월 아들 이제 곧 세사랑 한 다사랑 한다 사랑해 엄마 아빠도 개월 행복해 건강하게 무럭무럭 자라다오
3,홈스윗홈클쑤마스연휴홈파티크리스마스엔슈톨렌한조각먹어주고요스테이크는미디움레어감바스오블레크리스마스케이크슈톨렌백점만점에백점어느멋진날행복해
3,사회적 거리두기 절대인 이상 안 모이기 그래도 주말은 한 잔 취하지 않으면 좋은 사람들과 좋은 시간 행복해
3,메리 크리스마스
3,선물 받은 케이크와 커피로 당 충전 나른한 일요일 저녁을 디저트와 함께 여자 네 명이서 서로 말하겠다고 떠드는 중 새해엔 서로 더 잘하자고 제 바알 투썸 플레이스 케이크 스트로베리 초콜릿 생크림 케이크 디저트 그램 커피타임 버블 이 년 마지막 주말행복해
3,빵이좋아다리올리기섹시한빵스타그램너무좋아너만보면행복해우리빵빵군사랑해빵이의일상생활
3,세상 귀염둥이네
3,두 번째 호텔 숙박 선물해 주신 유석 씨 올해도 너무 감사합니다 잘 쉬고 잘 먹고 갑니다 포 시즌스 호텔서울 룸서비스 조식 크리스마스 둘이서 행복해
3,감사합니다사랑합니다작가작가스타그램나를만나는시간나를위한시간동기부여글귀확언의힘확언의기적긍정의힘긍정글귀뇌교육법칙이승헌총장님일지희망편지명상명상하는명언인생명언마음의온도마음의온도를높이자자기계발자기확신심리학말하는대로원하는대로생각하는대로이루어진다행복행복해년힘내자
3,얼마 만에 쉬어보는 휴일인가 거기다 울 딸 수아가 해준 떡볶이와 우산 맛나네 행복한 휴일을 보냅니다 딸 사랑이 아들 사랑 행복해 우리 가족 사랑해 좋아요 소통해요
3,우중 캠핑 중우 중 캠 마산어 시정 숭어회 광어회 싱싱해요 대선 소주 캠핑의 꽃 우중 캠핑 행복해
3,아이유로부터 시작된 그림 연습이었지만 아 이유는 아님
3,우리집둘찌개월화가많이컸구나언제큰거니아기화가맘스타그램그림스타그램개월아기이쁜색감맘스타그램딸스타그램행복해방콕코로나물러가라
3,지금 이 순간 행복 해인 스타 그램 좋은 날 웃어
3,싱그러움이 가득한 결혼식을 하고 싶다
3,맛난거마니먹어서행복한연휴며칠뒤면새해그낭실감이안남먹방샴페인모엣샹동감바스홍합탕행복해
3,행복해
3,직장인 고마워 미희야 내 인생 상큼한 휴식 직장으로 이젠 삶 속 사진 추억 매일 사진기록 중 필터 안 씀 필수 아이템 감성 사진 좋아요 반사 좋아요 늘리기 마스크 생활화 사랑해 우리 여보 양 힐링 행복해 시간
3,감사합니다사랑합니다작가작가스타그램나를만나는시간나를위한시간동기부여글귀확언의힘확언의기적긍정의힘긍정글귀뇌교육법칙이승헌총장님일지희망편지명상명상하는명언인생명언마음의온도마음의온도를높이자자기계발자기확신심리학말하는대로원하는대로생각하는대로이루어진다행복행복해년힘내자
3,첫줄왔다왔다생일선물무드등너무귀여운거아닌가요향덕후인나를위한맞춤선물너무너무고맙고잘쓸께잉생일선물무드등향덕후친구가짱귀여운거천지집콕필수템만족중행복해
3,한 우투 뿔 스테이크 정말 부드러움 정육 크리스마스 준 이랑 두 번째 크리스마스 행복해
3,나의 최애 간식인 마카롱 마카롱 선물도 언제나 옳다
3,일상 남들 다 하는 크리스마스 파티 호캉스 휴일 여행 행복해 소원 이뤘으니 됐어 다시 일상으로
3,키즈 베이킹 홈베이킹 케이크 만들기 책 스타 그램과 자의 달콤한 유혹 건강한 먹거리 수제 케이크 크리스마스 파티 행복해
3,저도플렉스라는걸하러왔습니당청라벨라모다플렉스플렉스해버렸지뭐야빠끄아침일요일행복해
3,친구가 선물해준다 향초 아까워서 못 키다가 드디어 오늘 점화 수진아 고마워 선물 향초 행복해 감사 감사한 일부 부 미국 생활
3,감사합니다사랑합니다작가작가스타그램나를만나는시간나를위한시간동기부여글귀확언의힘확언의기적긍정의힘긍정글귀뇌교육법칙이승헌총장님일지희망편지명상명상하는명언인생명언마음의온도마음의온도를높이자자기계발자기확신심리학말하는대로원하는대로생각하는대로이루어진다행복행복해년힘내자
3,정말 예쁨 그 이상이다
3,엄마 배에서 잠자는 울 큰 공주님 공주님 일어나세요 공주님 엄마 화장실 가고 싶어요 세상에서 제일 예쁜 큰딸 부탁해요 깜냥 이건희 아이유 하이 사랑해 건강하자 행복해 사지 말고 입양하세요
3,안녕 난 하늘에서 내려온 천사 똥이야 천사로 변신해봤어나 천사 날개도 하고 변신해 봤는데 잘 어울려 촬영해 주셨어요
3,희번뜩헤이강쥐강쥐스타그램보더콜리보더콜리그램보더콜리트라이산책놀아요좋아요행복해
